,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ZFP423,4.8163238,-0.016986936,-0.036003053,3.2125123,6.379159,-0.045776047,8.043554,-0.0040057683,2.5097427,-0.04466599,5.7576523,4.920234,-0.07589488,2.0970879,-0.07413663,-0.08218523
TNS4,4.804816,-0.016945604,-0.03601432,3.200937,6.3568926,-0.045646977,8.040273,-0.0039052314,2.505412,-0.04452127,5.7557497,4.9158964,-0.075873,2.1046333,-0.07405787,-0.081940085
GM24616,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
KHDRBS1,4.768003,-0.016652305,-0.035330348,3.1836658,6.3190355,-0.045440234,7.957584,-0.0040267175,2.482522,-0.04435642,5.683448,4.8651443,-0.07519708,2.0724378,-0.07313465,-0.08163624
THRAP3,4.7800775,-0.016724227,-0.03553941,3.1899369,6.33105,-0.04553642,7.982141,-0.0040072724,2.489504,-0.044450734,5.709216,4.8836365,-0.07545026,2.0844595,-0.07342842,-0.08173681
PHB2,4.814841,-0.0169589,-0.03597289,3.206666,6.365473,-0.045751683,8.036489,-0.0039705588,2.5088155,-0.044629566,5.7474384,4.909818,-0.07588227,2.098404,-0.07404046,-0.08219856
KLF15,4.841563,-0.01706779,-0.036307205,3.2160804,6.3962593,-0.045899972,8.082914,-0.0039499192,2.5194001,-0.044722028,5.790552,4.939483,-0.07619506,2.1139233,-0.074579954,-0.08237172
RASGRP2,4.88407,-0.018005203,-0.03682694,2.968142,6.211914,-0.04804608,7.503589,-0.0064706216,2.7059352,-0.045174018,5.406662,4.4867687,-0.075074375,2.0169365,-0.07301924,-0.0838245
TNK2,4.8096213,-0.016930485,-0.035931434,3.2077637,6.3622694,-0.045713354,8.027018,-0.003968398,2.5037005,-0.044618998,5.7410936,4.904301,-0.07579252,2.0955727,-0.073966995,-0.08212918
HIST1H3H,4.791574,-0.016696986,-0.03554594,3.1920512,6.3494825,-0.045598973,8.000426,-0.0040262905,2.4956636,-0.04445144,5.7233686,4.892919,-0.075541854,2.0888972,-0.07357446,-0.0818218
STARD8,4.8225145,-0.017121103,-0.036205105,3.2117097,6.362854,-0.045788042,8.052059,-0.0038618098,2.5180485,-0.04474445,5.7577505,4.9096246,-0.07605539,2.1071136,-0.074169494,-0.08232563
GTF2I,4.514574,-0.01858984,-0.033826824,3.0327253,6.433182,-0.047588732,8.181476,-0.005189144,2.775918,-0.04156979,5.502795,4.718372,-0.074323736,2.0468116,-0.07000065,-0.07898182
LEFTY1,4.3968105,-0.015059872,-0.03563828,2.4796958,5.6989355,-0.042446464,7.6491327,0.026563466,2.3134308,-0.035696235,5.7811193,4.3154926,-0.0773522,2.3977954,-0.06744924,-0.07481356
EPAS1,4.8183184,-0.0170096,-0.035978056,3.2103496,6.3731556,-0.045774397,8.047121,-0.0039983443,2.5150864,-0.04464228,5.748868,4.9159875,-0.07589457,2.0963256,-0.07408247,-0.082236625
GM10259,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
RFX2,4.84944,-0.017161606,-0.03646118,3.2244287,6.3989277,-0.045964163,8.094731,-0.0039062034,2.5234516,-0.044855993,5.7942114,4.941273,-0.07639342,2.117438,-0.074678116,-0.08260186
PFKP,4.81335,-0.01695832,-0.035981204,3.2055862,6.363841,-0.045760464,8.037713,-0.0039605605,2.5047903,-0.04465074,5.746557,4.9132,-0.075885765,2.0956104,-0.074016415,-0.08218829
B2M,4.8161244,-0.016892059,-0.035916086,3.2066758,6.3675346,-0.045729756,8.036091,-0.0039928462,2.5111089,-0.04458474,5.7521973,4.9140115,-0.075880475,2.1007528,-0.07405071,-0.08211534
PELP1,4.8126163,-0.016902871,-0.035973635,3.209316,6.368369,-0.045754917,8.036669,-0.0039863223,2.5096073,-0.04467735,5.7561836,4.922098,-0.07597475,2.102466,-0.07405413,-0.08211604
NUP210,4.8381667,-0.01711661,-0.036287077,3.220295,6.397477,-0.045916233,8.078073,-0.003964967,2.5195155,-0.04479584,5.7850113,4.937364,-0.07620359,2.1072843,-0.07449911,-0.08244308
UNG,4.8084464,-0.016854031,-0.035850614,3.1988614,6.3546314,-0.045693744,8.022844,-0.0039722286,2.5004427,-0.04454022,5.7328634,4.9007936,-0.07573315,2.092914,-0.073857255,-0.08206483
P4HA1,4.846128,-0.017163604,-0.03645229,3.2265823,6.4041634,-0.045980435,8.100805,-0.003890056,2.5227108,-0.04487239,5.79358,4.9411297,-0.076404504,2.1202817,-0.07467252,-0.082610995
POU5F1,1.3882583,0.50028443,0.3158745,0.85141647,2.089633,-0.015816625,2.0804057,-0.0055676233,0.39122903,-0.014803883,1.9921654,2.1502068,-0.020673908,0.63047725,-0.017174195,-0.020806346
HIST1H1B,4.775034,-0.016621215,-0.03537618,3.1827922,6.329934,-0.04549447,7.9709616,-0.0040612374,2.4868872,-0.04437268,5.7059145,4.882917,-0.07532075,2.080018,-0.07332083,-0.0815955
GM37917,1.2753346,0.507656,0.40018955,0.8483995,2.1810477,-0.015789134,2.1457937,-0.0055466327,0.17565346,-0.015093528,2.2849445,2.4107592,-0.019404663,0.51263887,-0.016295163,-0.017574335
ABTB1,4.812964,-0.016939698,-0.03589187,3.205818,6.366743,-0.045758624,8.038234,-0.003949116,2.5049248,-0.0446207,5.7388134,4.9077,-0.075836465,2.0908325,-0.0739055,-0.08220677
RCOR2,4.8376975,-0.017095512,-0.036248498,3.2226295,6.3930387,-0.045912016,8.073169,-0.003966018,2.5215333,-0.044826686,5.7757654,4.929145,-0.0762135,2.1079845,-0.074436426,-0.082525045
MAZ,4.8189063,-0.017010368,-0.036099095,3.2015457,6.3619604,-0.045774207,8.041708,-0.003928536,2.5137346,-0.044671778,5.7586327,4.9108176,-0.07595333,2.1038952,-0.074107006,-0.08215946
TMEM144,4.8254676,-0.017069595,-0.036325708,3.2125833,6.3733997,-0.04578051,8.058294,-0.0039215875,2.5121493,-0.04470207,5.781438,4.9310026,-0.07611583,2.1120946,-0.07447562,-0.08220339
KIT,4.813683,-0.016863747,-0.03586567,3.2038693,6.365794,-0.04572985,8.031992,-0.0040078927,2.5078292,-0.044598747,5.7503433,4.912844,-0.075838715,2.096821,-0.07398966,-0.08209539
SLCO3A1,4.8481855,-0.017202152,-0.036481515,3.22286,6.410099,-0.04597337,8.099112,-0.0039377413,2.523778,-0.044826157,5.805084,4.9509673,-0.07634456,2.1127079,-0.0747579,-0.08250101
MAPK11,4.839243,-0.017105673,-0.036344286,3.2223952,6.39843,-0.045905028,8.078841,-0.0039368486,2.5179825,-0.044789545,5.7881966,4.93604,-0.07622841,2.1126566,-0.07457011,-0.08244305
CTSA,3.75879,-0.021860022,-0.0349676,2.423752,6.4434576,-0.049695734,8.0203085,-0.0019457734,1.8056684,-0.042755477,5.3844023,5.2177715,-0.07004999,1.0985208,-0.06412145,-0.071927726
BASP1,4.8540835,-0.016840376,-0.03624083,3.1766806,6.3348656,-0.045731276,8.072009,-0.0038764626,2.541584,-0.044434857,5.750017,4.918181,-0.076054916,2.0894768,-0.07440823,-0.08195993
DKC1,4.8099504,-0.016854648,-0.03590449,3.2042465,6.363612,-0.04573313,8.027061,-0.004023056,2.5060852,-0.044653025,5.757614,4.9157696,-0.07589649,2.1033695,-0.07403069,-0.082050614
ULK1,4.777865,-0.016753126,-0.03557659,3.1919353,6.3345146,-0.045520414,7.9798164,-0.0040069455,2.4871988,-0.04444715,5.7117825,4.884101,-0.075421706,2.0836163,-0.07347293,-0.081724696
GLDC,4.851294,-0.017187404,-0.03653376,3.2267838,6.406042,-0.046003923,8.104667,-0.0039064297,2.5235817,-0.044914078,5.8056154,4.951375,-0.076478265,2.1218364,-0.0747928,-0.08262185
ZIC3,2.1951451,0.0041525066,-0.0053153923,1.3588052,3.314053,-0.024235675,3.621827,-0.006040014,0.92564505,-0.02198705,2.956985,2.821885,-0.034086905,1.0139745,-0.030625707,-0.035861425
AKT1,4.844043,-0.017156897,-0.03642228,3.2250118,6.3972425,-0.0459268,8.086016,-0.0039309016,2.523195,-0.04483149,5.7906885,4.9378433,-0.07632612,2.116194,-0.07464271,-0.082550086
HMGA2,4.8210015,-0.016928777,-0.035849158,3.207976,6.3855267,-0.045785055,8.048594,-0.00403917,2.5153809,-0.044592366,5.750063,4.915511,-0.075824186,2.0937765,-0.074037805,-0.082209386
SMAD7,4.7896786,-0.016712992,-0.035579465,3.1950293,6.3396864,-0.045589965,7.989197,-0.004033487,2.4930618,-0.04453047,5.716508,4.8875318,-0.07553215,2.086397,-0.07354898,-0.081878304
BCAM,4.7835627,-0.016777163,-0.035626706,3.1925106,6.332259,-0.045575198,7.9861693,-0.0040148553,2.4895387,-0.044522442,5.7122717,4.888796,-0.075499184,2.0831497,-0.0735093,-0.08180981
MIR7003,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
PCOLCE,4.8074775,-0.017069666,-0.036157034,3.206324,6.362734,-0.0457771,8.038863,-0.003940397,2.5093591,-0.044771846,5.771611,4.919129,-0.0760014,2.1063573,-0.07414407,-0.08206156
GM26917,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
BEX1,4.836332,-0.0171005,-0.036303964,3.2154226,6.389842,-0.04588912,8.07546,-0.0039417273,2.5157945,-0.04474657,5.7833986,4.9374247,-0.07617093,2.1078062,-0.074494824,-0.08237298
RYBP,3.7865207,-0.010180605,-0.023308747,2.485587,5.289728,-0.038158085,6.384533,-0.0051596044,1.8812097,-0.03631136,4.663949,4.1301866,-0.060000617,1.6867527,-0.05673854,-0.06518219
HDAC11,4.8521905,-0.017266147,-0.036524907,3.222244,6.419813,-0.046041917,8.110566,-0.003939047,2.5272775,-0.04483866,5.807226,4.954776,-0.07631213,2.1129339,-0.07483994,-0.0825534
SATB2,4.726422,-0.016328966,-0.034638274,3.1535985,6.276655,-0.045092676,7.8870935,-0.0040683844,2.459657,-0.043919165,5.6219864,4.823664,-0.07441483,2.0478225,-0.07226398,-0.08095099
CBX7,1.5805607,0.42206678,0.15813632,0.9465569,2.4378183,-0.018344875,2.475174,-0.0058639306,0.47317684,-0.016702197,2.3203652,2.377925,-0.023675648,0.6713021,-0.020478105,-0.02399447
HDAC1,2.0979078,0.060438514,-0.004282138,1.3016081,3.192313,-0.023346331,3.4530532,-0.005981003,0.8699355,-0.021121493,2.843552,2.7396421,-0.032548375,0.97021866,-0.029031413,-0.034111887
AU018091,4.8503833,-0.017033495,-0.036421217,3.1810396,6.3474274,-0.045760766,8.091892,-0.0037951332,2.5496628,-0.044441823,5.7647915,4.923932,-0.07613145,2.0993164,-0.07460272,-0.081980035
DDX5,4.7346935,-0.01642528,-0.034960974,3.1620662,6.2737856,-0.045160636,7.90418,-0.004031666,2.467043,-0.04407731,5.642989,4.8341575,-0.07476626,2.06738,-0.07257519,-0.08111027
ZBTB10,4.820273,-0.016981166,-0.036051296,3.206757,6.3751936,-0.04582297,8.0545225,-0.0039446056,2.5069168,-0.04466245,5.7538834,4.91709,-0.07595565,2.1004632,-0.07412105,-0.082252845
NUPR1,4.8174143,-0.017034627,-0.0362605,3.21625,6.362464,-0.04577097,8.046338,-0.003928944,2.51028,-0.044801082,5.775835,4.9289713,-0.07616626,2.114596,-0.0743672,-0.08223003
RPL22L1,4.748112,-0.0163589,-0.034963254,3.1659348,6.2896957,-0.045249708,7.919055,-0.0040786597,2.472539,-0.04411534,5.6626396,4.857338,-0.07488753,2.0658684,-0.07276541,-0.08114329
BNIP3,4.8152647,-0.017015126,-0.03602928,3.2106164,6.3799267,-0.04578056,8.046684,-0.004002822,2.5115623,-0.044668525,5.767041,4.925973,-0.075946,2.0996218,-0.074173726,-0.08213682
ETV3,4.840799,-0.017116401,-0.036398526,3.2197323,6.396167,-0.04593287,8.088333,-0.003910535,2.5170577,-0.04481038,5.7917156,4.941014,-0.07629676,2.1162436,-0.07460527,-0.082454145
GM25500,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
VIM,4.836832,-0.017020639,-0.036188465,3.2101588,6.392377,-0.04591641,8.074095,-0.003993421,2.5142345,-0.04472564,5.775671,4.932587,-0.076079726,2.1049414,-0.074394666,-0.08234681
MIR466O,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
AMOT,4.818264,-0.017076176,-0.03616588,3.2252548,6.3686333,-0.045640603,8.045613,-0.0038646644,2.525087,-0.044675827,5.774439,4.9204683,-0.07617269,2.1074274,-0.07427808,-0.08222063
CALU,4.7862587,-0.016714504,-0.03549029,3.186486,6.344244,-0.04560728,7.994053,-0.0040474255,2.4891105,-0.044451717,5.7114286,4.8924904,-0.07541229,2.0760646,-0.073440365,-0.081769094
NR1D2,4.8055477,-0.016918685,-0.035880864,3.2027504,6.368659,-0.045757633,8.029153,-0.0039871437,2.4995646,-0.04469211,5.7411423,4.9123497,-0.07580867,2.0890632,-0.07390327,-0.08211131
FRMD4A,4.81946,-0.016988438,-0.036047705,3.2090924,6.3709764,-0.045777977,8.052131,-0.0039513283,2.5117576,-0.044637773,5.755081,4.9179726,-0.075969964,2.1034987,-0.074136615,-0.08221855
MGST3,5.1049733,-0.012493687,-0.029644184,1.9324617,5.4039288,-0.03891386,7.7993164,0.18728355,2.0443225,-0.030669367,4.175023,4.0192547,-0.062401723,2.1474686,-0.06880877,-0.084044494
MAPK13,4.853649,-0.017265253,-0.03658853,3.2267907,6.416458,-0.046006728,8.109888,-0.0039257235,2.5263302,-0.04485888,5.811038,4.9542775,-0.076410525,2.117849,-0.074893005,-0.082597226
APEX1,4.843452,-0.01719513,-0.036537092,3.2247639,6.39925,-0.045974668,8.091952,-0.003930755,2.519721,-0.044932418,5.805978,4.9511514,-0.07643056,2.1202261,-0.07477052,-0.08253664
GM25835,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
TXNIP,4.76795,-0.016694097,-0.035399754,3.1747127,6.312002,-0.045449734,7.9560304,-0.003998878,2.4879684,-0.044357207,5.691633,4.8621564,-0.07521551,2.0770872,-0.07314071,-0.08154325
EMP2,4.8476496,-0.017143402,-0.03638438,3.2242293,6.4017906,-0.04593317,8.091756,-0.0039262115,2.5265114,-0.044781506,5.7902155,4.93904,-0.076315925,2.1141024,-0.07464013,-0.08255309
MIR669A-3,1.4329195,0.30809435,0.12871587,1.0263046,2.5140011,-0.017218867,2.1332626,-0.0074177226,0.29647407,-0.015569195,2.0564537,2.1798446,-0.017834183,0.47953832,-0.01845697,-0.019539397
HDLBP,4.786138,-0.016762681,-0.03565261,3.1945288,6.331278,-0.04556484,7.9878893,-0.003976639,2.4918852,-0.04451536,5.7131004,4.885307,-0.075564146,2.0874758,-0.07354078,-0.08186182
PIAS3,4.837739,-0.017119957,-0.036234923,3.218167,6.40413,-0.04593512,8.080791,-0.0039651124,2.514158,-0.044802193,5.77306,4.92923,-0.07611714,2.1041226,-0.07440471,-0.082533225
GM26060,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
MIS18BP1,4.791735,-0.016819246,-0.03567408,3.1945236,6.3453636,-0.04562607,8.00292,-0.003962558,2.4941232,-0.04449199,5.717807,4.8902183,-0.07559092,2.0831735,-0.07359568,-0.081962146
GM28960,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
NR1H2,4.8409786,-0.017094294,-0.036353532,3.2223568,6.3950415,-0.045933146,8.088744,-0.0039026432,2.5204022,-0.044828508,5.786008,4.9344215,-0.076350026,2.1189282,-0.07453602,-0.082540005
MSC,4.7578564,-0.016569817,-0.035169113,3.1716442,6.307706,-0.045359712,7.9466734,-0.0040432583,2.479514,-0.04418846,5.6675425,4.8568687,-0.07499983,2.0676315,-0.07293308,-0.08140858
TFRC,4.7706237,-0.016676944,-0.0353623,3.1803262,6.3212833,-0.045474403,7.965977,-0.0040009418,2.4832666,-0.044333685,5.68287,4.863407,-0.075225905,2.074447,-0.07314651,-0.081684396
PDCD11,4.8503985,-0.017220467,-0.036518004,3.2196183,6.401721,-0.04600037,8.097156,-0.0039209477,2.5292704,-0.0449207,5.8063583,4.946151,-0.0764005,2.117742,-0.074715644,-0.08252284
CITED2,4.7844687,-0.016676866,-0.035485726,3.1906538,6.3373175,-0.04554614,7.9842625,-0.0040507717,2.4930184,-0.044444792,5.7107906,4.8864903,-0.07544337,2.083019,-0.07345643,-0.081758834
NDN,5.0953107,-0.012420237,-0.029417617,1.9309928,5.4096184,-0.03892698,7.7870727,0.1787467,2.0411806,-0.030608373,4.1607113,4.0095296,-0.062191233,2.1315646,-0.06853019,-0.08389738
GM24201,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
PCBP2,3.5906909,-0.0073433565,-0.018031178,4.045042,5.613961,-0.03270372,6.3738813,-0.011588671,2.4680429,-0.049546633,4.7393274,4.4147315,-0.066206336,2.5601044,-0.057298325,-0.06735056
GM44206,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
RANBP17,4.82581,-0.017071825,-0.036255863,3.2178233,6.3809643,-0.04582429,8.060664,-0.003942839,2.516078,-0.044744898,5.779416,4.9301934,-0.07616509,2.1120558,-0.074425675,-0.08231981
GM24289,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
LMO4,4.850205,-0.017182872,-0.03652292,3.2249408,6.404605,-0.045987982,8.098714,-0.003911953,2.5206997,-0.04488228,5.8013783,4.947954,-0.07638973,2.1166909,-0.07477089,-0.08257717
ORC2,4.818136,-0.013482452,-0.032881446,3.2205515,6.558633,-0.04663626,7.9199996,-0.0019957584,2.3792193,-0.046343844,5.7224274,4.6132593,-0.074188605,2.2305248,-0.07248165,-0.0798047
RPL15-PS3,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
SMARCB1,5.173537,-0.007033378,-0.022476057,3.1951268,6.843402,-0.041918296,7.1458383,-0.007927957,2.0827997,-0.038506757,6.13743,4.825037,-0.062408097,0.87918246,-0.061904125,-0.06858633
ATF7,4.7575397,-0.016693136,-0.03535567,3.1802785,6.3042192,-0.04535745,7.9507318,-0.004000804,2.4905162,-0.04430771,5.683814,4.867013,-0.07523141,2.0844414,-0.07310438,-0.08148464
NPHS1,4.7577486,-0.016638488,-0.035101265,3.1789412,6.3240166,-0.045356717,7.9479527,-0.00404103,2.480996,-0.04416926,5.6662054,4.857626,-0.07488525,2.0569665,-0.07291869,-0.08144014
CNOT3,3.5183651,-0.008361323,-0.020045387,2.291686,4.9739056,-0.035885062,5.92621,-0.0054410463,1.7198331,-0.03388444,4.390852,3.9281025,-0.055665497,1.5692399,-0.052265685,-0.060313735
TGIF1,2.2403595,-0.00048075302,-0.0059442767,1.4197445,3.3716962,-0.024589242,3.6979616,-0.0058575603,0.9663288,-0.02240536,2.9774551,2.841809,-0.03497682,1.0333165,-0.031258833,-0.037021384
ARID3B,4.7240005,-0.016294364,-0.03474672,3.1558344,6.260048,-0.044951454,7.8687916,-0.004076392,2.4656706,-0.043841798,5.627302,4.819765,-0.074423455,2.0558887,-0.072395034,-0.08075146
HIST1H2BK,4.7494497,-0.016446,-0.034916095,3.1582804,6.303625,-0.045325775,7.9301662,-0.0040604793,2.478286,-0.04414695,5.6597853,4.843681,-0.07480098,2.061835,-0.07262577,-0.08118358
MANF,4.8226337,-0.017022433,-0.036181476,3.2115972,6.3757915,-0.04582964,8.053453,-0.0039695394,2.5113168,-0.044742707,5.7717733,4.9282217,-0.076074414,2.1072617,-0.07432261,-0.082266584
GM4202,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
PHF20,4.854202,-0.017191583,-0.03650002,3.2279654,6.4068794,-0.04605012,8.102889,-0.0039080423,2.5259836,-0.04489715,5.7987757,4.948736,-0.07647233,2.1226175,-0.074738465,-0.08264375
STAT5B,4.9541883,-0.018857364,-0.032994356,2.7530785,5.4223404,-0.042795803,6.938943,-0.008698746,2.2792494,-0.042465854,5.711836,5.6032424,-0.063659646,1.3622047,-0.07571149,-0.075368084
SLC16A1,4.8413267,-0.017156446,-0.036409475,3.2221775,6.4009686,-0.045955356,8.086424,-0.0039520967,2.5191274,-0.04485706,5.795203,4.9440975,-0.07630638,2.1133654,-0.074634485,-0.08249447
TYRO3,4.851415,-0.017144347,-0.036354207,3.2219195,6.414407,-0.04597519,8.105781,-0.003932489,2.52708,-0.04476202,5.7957773,4.9425845,-0.07629328,2.1152377,-0.07466013,-0.08254581
RAD51,4.83553,-0.017088858,-0.03630798,3.2192614,6.386812,-0.04588138,8.079402,-0.0039377315,2.5205564,-0.044778645,5.784686,4.937228,-0.076258585,2.1164749,-0.074515834,-0.08243094
GATA6,4.7527614,-0.016589245,-0.03517932,3.1771543,6.2957106,-0.045285847,7.933176,-0.004051521,2.4821205,-0.044225544,5.6667128,4.855578,-0.07502472,2.0706043,-0.07292946,-0.08139518
SKIL,4.840424,-0.017137539,-0.036320213,3.2200744,6.402069,-0.045939047,8.083096,-0.0039799316,2.5207875,-0.044801347,5.789419,4.941171,-0.07621142,2.1080096,-0.07456022,-0.082444325
EFEMP2,4.8463635,-0.017145233,-0.03637408,3.2203078,6.4107857,-0.045929927,8.092456,-0.0039840424,2.524873,-0.044733208,5.8008947,4.9490857,-0.076229274,2.1105843,-0.07470105,-0.08239695
RNF19A,4.821356,-0.017003551,-0.036120784,3.21167,6.368495,-0.045794953,8.048634,-0.0039638993,2.5096104,-0.044727657,5.761283,4.9226136,-0.07603527,2.104174,-0.0742069,-0.08226648
AMOTL2,4.8022113,-0.016836839,-0.03578596,3.1967573,6.355817,-0.045694053,8.019954,-0.0039810077,2.4963548,-0.04455693,5.7315025,4.900885,-0.075681716,2.0898807,-0.073784694,-0.082019955
STAT4,4.791743,-0.016744079,-0.035642616,3.189381,6.33912,-0.045658696,7.999144,-0.003993016,2.4876664,-0.04455723,5.716466,4.890589,-0.075569615,2.0853837,-0.07354473,-0.08191395
MCM4,4.820067,-0.017002793,-0.036085527,3.212889,6.381942,-0.045788787,8.051944,-0.0039891284,2.513634,-0.044669118,5.770344,4.9257774,-0.07599909,2.105349,-0.07425792,-0.082173735
CTBP2,4.7795386,-0.016716814,-0.03550078,3.1887534,6.3319902,-0.04548426,7.9816837,-0.004007827,2.493294,-0.044355888,5.707653,4.8823323,-0.075391605,2.0826378,-0.07342333,-0.081666104
PEG3,4.7898197,-0.016852109,-0.03572623,3.2013738,6.348589,-0.045634203,8.009544,-0.00393033,2.4951365,-0.0445492,5.718995,4.891546,-0.07564447,2.0899732,-0.07365271,-0.08199484
GM22091,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
ALPL,4.849396,-0.01724602,-0.036558747,3.2263522,6.4136,-0.046018604,8.103575,-0.0039264653,2.5216966,-0.044907182,5.8085613,4.9533734,-0.076407686,2.1153805,-0.074824534,-0.08259263
MEG3,4.186985,-0.0138686085,-0.029187385,2.8560526,5.6022243,-0.040275257,6.942156,-0.0042806747,2.1291742,-0.039844315,4.959566,4.3372674,-0.06572175,1.7921699,-0.06336746,-0.0727139
GM24451,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
POLR2B,4.793525,-0.016828937,-0.035723675,3.1985714,6.3484907,-0.04560492,8.00683,-0.003983683,2.4979358,-0.04449293,5.7252045,4.8944597,-0.07561634,2.0905213,-0.07370283,-0.08192624
SNORA73A,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
ZBTB38,3.587107,-0.0072868727,-0.01802986,4.0517855,5.620594,-0.032643434,6.3758745,-0.011632146,2.46324,-0.049478836,4.7469482,4.4281735,-0.06619977,2.5634336,-0.057440147,-0.067241035
TAF5,4.828967,-0.017012633,-0.036167167,3.2134027,6.377943,-0.045840368,8.060704,-0.0039533875,2.513983,-0.044733148,5.7674885,4.923435,-0.07610876,2.1090152,-0.07429943,-0.08235124
MAN1A2,4.828605,-0.016980348,-0.036084957,3.2119517,6.392358,-0.045887146,8.062037,-0.0040135933,2.51284,-0.044745468,5.7753506,4.9313765,-0.076055065,2.103378,-0.074293524,-0.0822736
ZC3H7A,4.881103,-0.017120702,-0.036600783,3.2090154,6.4326563,-0.046111003,8.142422,-0.003941589,2.5233545,-0.044740234,5.8286505,4.9674134,-0.0763473,2.1161199,-0.0750751,-0.082525335
MIR7063,1.27513,0.5073755,0.39976624,0.84832835,2.1815507,-0.01578327,2.1464324,-0.005551653,0.17558596,-0.015095828,2.2853565,2.410655,-0.019403264,0.51197916,-0.01630062,-0.017583078
ARHGEF40,4.8641987,-0.016938688,-0.036336444,3.1843762,6.3419924,-0.04572196,8.082595,-0.0039148326,2.550735,-0.044438418,5.7503805,4.9233003,-0.0760908,2.093555,-0.07443603,-0.08201323
ZFP768,4.816413,-0.016991049,-0.036055505,3.2110174,6.3771105,-0.045800176,8.047869,-0.0039857714,2.5094163,-0.04470055,5.7626514,4.9218316,-0.075979024,2.1026232,-0.07416976,-0.08219956
IFITM2,4.7812576,-0.016727302,-0.035476096,3.1907864,6.341712,-0.045533597,7.9962416,-0.0040035,2.4955518,-0.044373907,5.706547,4.8862414,-0.07543328,2.0827537,-0.073414594,-0.08174141
TBX3,2.4505055,-0.0016704166,-0.008143661,1.5390196,3.6579664,-0.026543876,4.087118,-0.0059721204,1.0757034,-0.024269084,3.2530544,3.0522387,-0.03831278,1.1149372,-0.034852754,-0.040733103
GM25943,1.2750942,0.50784075,0.40021995,0.84832203,2.1817462,-0.015784109,2.1462147,-0.005549229,0.17540494,-0.015097676,2.2852573,2.4102368,-0.019400489,0.51212114,-0.016297778,-0.017579608
